update,avg_reward_jb0,avg_reward_jb1,episodes_completed,goals_reached,collisions,critic_loss,actor_loss,elapsed_sec,active_steps_jb0,active_steps_jb1,max_goal_distance,rolling_success_rate
141,6.207006096075911,-0.13717161356392385,7,8,6,72.11265563964844,-0.09493007510900497,4575.668922424316,152,148,1.0,0.3923
142,-2.417298995181643,-1.6004243335497446,6,4,8,58.058563232421875,-0.06698939949274063,4687.266869544983,115,159,1.0,0.4062
143,-2.7915070194756053,-0.36456964324188973,7,5,10,68.74101257324219,-0.08308658748865128,4800.243957042694,181,115,1.0,0.3971
144,5.888284711166793,-3.8638243738260862,5,4,6,61.68157196044922,-0.08040837943553925,4911.794595956802,130,133,1.0,0.3955
145,5.015241875224877,1.2239744956333554,8,9,6,75.78561401367188,-0.0665372833609581,5024.303345441818,125,163,1.0,0.3913
146,-2.294889284613144,-1.9026748922976136,9,6,12,81.10438537597656,-0.054984040558338165,5137.825345993042,162,135,1.0,0.3836
147,-2.10511161148578,0.45604490044909735,9,7,11,78.35858154296875,-0.06101846694946289,5251.49191904068,133,174,1.0,0.3919
148,1.399461236953541,-5.899270672983596,6,4,9,58.93925094604492,-0.07612060010433197,5363.550898313522,150,114,1.0,0.4014
149,6.0930370665340465,-1.823029764142779,7,7,6,71.6201400756836,-0.0716005340218544,5475.201490163803,192,77,1.0,0.4071
150,4.256186807952515,-0.7103612405395285,5,5,6,55.638153076171875,-0.0617908276617527,5586.792562961578,173,118,1.0,0.4275
151,7.55184843457878,6.052915196134938,7,10,3,56.90160369873047,-0.06544099003076553,5699.103046655655,117,200,1.0,0.442
152,3.524487923711898,-5.161848845596782,10,9,12,76.05712127685547,-0.08724003285169601,5813.326964378357,137,149,1.0,0.4521
