update,avg_reward_jb0,avg_reward_jb1,episodes_completed,goals_reached,collisions,critic_loss,actor_loss,elapsed_sec,active_steps_jb0,active_steps_jb1,max_goal_distance,rolling_success_rate
127,1.0934964456686733,-6.592821657732421,8,5,11,83.72154235839844,-0.08988439291715622,3006.1937420368195,142,151,1.0,0.29
128,-0.7064804799822,-5.408216883193878,5,3,7,56.97056579589844,-0.08373121917247772,3117.267534971237,154,116,1.0,0.283
129,6.22683175050068,0.44498433199969945,7,8,7,93.49348449707031,-0.08708013594150543,3229.5304505825043,148,182,1.0,0.3214
130,4.0732961157984215,3.1798484631398383,7,8,5,94.67224884033203,-0.08888586610555649,3342.082939386368,120,171,1.0,0.3621
131,-6.25535492391787,-3.6263290239899826,7,3,12,52.707828521728516,-0.08785238862037659,3454.8333945274353,159,126,1.0,0.3571
132,-4.928257130774313,-2.645522962045948,7,3,11,53.38857650756836,-0.08431528508663177,3566.912827014923,131,176,1.0,0.3361
133,1.3289453169411687,5.7097449414591965,3,3,2,66.78247833251953,-0.10365815460681915,3677.7632892131805,42,197,1.0,0.35
134,-9.439605741722897,5.368581166559395,6,5,8,56.38857650756836,-0.10000160336494446,3790.1435148715973,132,169,1.0,0.3689
135,5.443627648631451,6.527355171518361,6,8,3,78.30918884277344,-0.07445820420980453,3901.8633575439453,160,138,1.0,0.3871
136,3.958194117611675,-5.640286725144437,5,4,6,59.99701690673828,-0.10261674225330353,4012.835953950882,123,178,1.0,0.4098
137,-3.7949185407361536,-3.9232870107432363,8,5,12,72.69549560546875,-0.0828239768743515,4125.872316360474,134,148,1.0,0.4098
138,-4.822341640536221,-1.033855388612457,9,5,13,79.5962905883789,-0.07739637792110443,4239.328836679459,150,123,1.0,0.4
139,-1.34033316025436,2.264249802175667,8,7,8,71.86015319824219,-0.07545547932386398,4351.559193611145,167,111,1.0,0.3864
140,-5.917303248485125,-1.7901492366277283,6,3,9,64.70812225341797,-0.0780320018529892,4463.435033798218,171,119,1.0,0.3538
